KOD WOJ,WOJEWÓDZTWO,IMIĘ_DRUGIE,PŁEĆ,LICZBA_WYSTĄPIEŃ
12,MAŁOPOLSKIE,RENATA,KOBIETA,45
12,MAŁOPOLSKIE,MARTYNA,KOBIETA,45
12,MAŁOPOLSKIE,JOLANTA,KOBIETA,44
12,MAŁOPOLSKIE,WANDA,KOBIETA,43
12,MAŁOPOLSKIE,KORNELIA,KOBIETA,43
12,MAŁOPOLSKIE,HALINA,KOBIETA,43
12,MAŁOPOLSKIE,STEFANIA,KOBIETA,38
12,MAŁOPOLSKIE,JÓZEFA,KOBIETA,38
12,MAŁOPOLSKIE,ANETA,KOBIETA,38
12,MAŁOPOLSKIE,MARIANNA,KOBIETA,37
12,MAŁOPOLSKIE,MARCELINA,KOBIETA,37
12,MAŁOPOLSKIE,DARIA,KOBIETA,37
12,MAŁOPOLSKIE,MILENA,KOBIETA,36
12,MAŁOPOLSKIE,LILIANA,KOBIETA,36
12,MAŁOPOLSKIE,LUCYNA,KOBIETA,35
12,MAŁOPOLSKIE,SYLWIA,KOBIETA,34
12,MAŁOPOLSKIE,LIDIA,KOBIETA,34
12,MAŁOPOLSKIE,IWONA,KOBIETA,32
12,MAŁOPOLSKIE,IGA,KOBIETA,29
12,MAŁOPOLSKIE,GRAŻYNA,KOBIETA,29
12,MAŁOPOLSKIE,ANGELIKA,KOBIETA,26
12,MAŁOPOLSKIE,MARZENA,KOBIETA,25
12,MAŁOPOLSKIE,POLA,KOBIETA,24
12,MAŁOPOLSKIE,OLGA,KOBIETA,24
12,MAŁOPOLSKIE,SARA,KOBIETA,23
12,MAŁOPOLSKIE,EDYTA,KOBIETA,22
12,MAŁOPOLSKIE,BOŻENA,KOBIETA,22
12,MAŁOPOLSKIE,NINA,KOBIETA,20
12,MAŁOPOLSKIE,NIKOLA,KOBIETA,19
12,MAŁOPOLSKIE,MATYLDA,KOBIETA,18
12,MAŁOPOLSKIE,CECYLIA,KOBIETA,18
12,MAŁOPOLSKIE,SABINA,KOBIETA,15
12,MAŁOPOLSKIE,BOGUMIŁA,KOBIETA,15
12,MAŁOPOLSKIE,AURELIA,KOBIETA,15
12,MAŁOPOLSKIE,ADRIANNA,KOBIETA,15
12,MAŁOPOLSKIE,BERNADETA,KOBIETA,14
12,MAŁOPOLSKIE,ALINA,KOBIETA,14
12,MAŁOPOLSKIE,WIOLETTA,KOBIETA,13
12,MAŁOPOLSKIE,FRANCISZKA,KOBIETA,13
12,MAŁOPOLSKIE,ESTERA,KOBIETA,12
12,MAŁOPOLSKIE,ELIZA,KOBIETA,12
12,MAŁOPOLSKIE,DIANA,KOBIETA,12
12,MAŁOPOLSKIE,WŁADYSŁAWA,KOBIETA,11
12,MAŁOPOLSKIE,WIESŁAWA,KOBIETA,11
12,MAŁOPOLSKIE,MELANIA,KOBIETA,11
12,MAŁOPOLSKIE,KAJA,KOBIETA,11
12,MAŁOPOLSKIE,WIOLETA,KOBIETA,10
12,MAŁOPOLSKIE,SANDRA,KOBIETA,10
12,MAŁOPOLSKIE,ROKSANA,KOBIETA,10
12,MAŁOPOLSKIE,MIA,KOBIETA,10
12,MAŁOPOLSKIE,LILIANNA,KOBIETA,10
12,MAŁOPOLSKIE,DAGMARA,KOBIETA,10
12,MAŁOPOLSKIE,ANITA,KOBIETA,10
12,MAŁOPOLSKIE,MARIOLA,KOBIETA,9
12,MAŁOPOLSKIE,BLANKA,KOBIETA,9
12,MAŁOPOLSKIE,MARIKA,KOBIETA,8
12,MAŁOPOLSKIE,LUDWIKA,KOBIETA,8
12,MAŁOPOLSKIE,LEA,KOBIETA,8
12,MAŁOPOLSKIE,KONSTANCJA,KOBIETA,8
12,MAŁOPOLSKIE,KARINA,KOBIETA,8
12,MAŁOPOLSKIE,JÓZEFINA,KOBIETA,8
12,MAŁOPOLSKIE,IZABELLA,KOBIETA,8
12,MAŁOPOLSKIE,HONORATA,KOBIETA,8
12,MAŁOPOLSKIE,EMMA,KOBIETA,8
12,MAŁOPOLSKIE,ELENA,KOBIETA,8
12,MAŁOPOLSKIE,CZESŁAWA,KOBIETA,8
12,MAŁOPOLSKIE,BERNADETTA,KOBIETA,8
12,MAŁOPOLSKIE,LEOKADIA,KOBIETA,7
12,MAŁOPOLSKIE,JUDYTA,KOBIETA,7
12,MAŁOPOLSKIE,ILONA,KOBIETA,7
12,MAŁOPOLSKIE,IDA,KOBIETA,7
12,MAŁOPOLSKIE,GENOWEFA,KOBIETA,7
12,MAŁOPOLSKIE,ELEONORA,KOBIETA,7
12,MAŁOPOLSKIE,BRYGIDA,KOBIETA,7
12,MAŁOPOLSKIE,WALERIA,KOBIETA,6
12,MAŁOPOLSKIE,VICTORIA,KOBIETA,6
12,MAŁOPOLSKIE,PAULA,KOBIETA,6
12,MAŁOPOLSKIE,MALWINA,KOBIETA,6
12,MAŁOPOLSKIE,KAZIMIERA,KOBIETA,6
12,MAŁOPOLSKIE,KALINA,KOBIETA,6
12,MAŁOPOLSKIE,JULITA,KOBIETA,6
12,MAŁOPOLSKIE,JOWITA,KOBIETA,6
12,MAŁOPOLSKIE,GAJA,KOBIETA,6
12,MAŁOPOLSKIE,CELINA,KOBIETA,6
12,MAŁOPOLSKIE,BRONISŁAWA,KOBIETA,6
12,MAŁOPOLSKIE,ANDŻELIKA,KOBIETA,6
12,MAŁOPOLSKIE,ŻANETA,KOBIETA,5
12,MAŁOPOLSKIE,OTYLIA,KOBIETA,5
12,MAŁOPOLSKIE,OLIVIA,KOBIETA,5
12,MAŁOPOLSKIE,NELA,KOBIETA,5
12,MAŁOPOLSKIE,MARLENA,KOBIETA,5
12,MAŁOPOLSKIE,LUIZA,KOBIETA,5
12,MAŁOPOLSKIE,LIWIA,KOBIETA,5
12,MAŁOPOLSKIE,KLEMENTYNA,KOBIETA,5
12,MAŁOPOLSKIE,ADA,KOBIETA,5
12,MAŁOPOLSKIE,TAMARA,KOBIETA,4
12,MAŁOPOLSKIE,SONIA,KOBIETA,4
12,MAŁOPOLSKIE,SOFIA,KOBIETA,4
12,MAŁOPOLSKIE,OKTAWIA,KOBIETA,4
12,MAŁOPOLSKIE,LILIA,KOBIETA,4
12,MAŁOPOLSKIE,INGA,KOBIETA,4
12,MAŁOPOLSKIE,HIACYNTA,KOBIETA,4
12,MAŁOPOLSKIE,DANIELA,KOBIETA,4
12,MAŁOPOLSKIE,AURORA,KOBIETA,4
12,MAŁOPOLSKIE,APOLONIA,KOBIETA,4
12,MAŁOPOLSKIE,ADELA,KOBIETA,4
12,MAŁOPOLSKIE,ROMA,KOBIETA,3
12,MAŁOPOLSKIE,NEL,KOBIETA,3
12,MAŁOPOLSKIE,MIRIAM,KOBIETA,3
12,MAŁOPOLSKIE,MALINA,KOBIETA,3
12,MAŁOPOLSKIE,LUDMIŁA,KOBIETA,3
12,MAŁOPOLSKIE,FLORENTYNA,KOBIETA,3
12,MAŁOPOLSKIE,DOBRAWA,KOBIETA,3
12,MAŁOPOLSKIE,BOGUSŁAWA,KOBIETA,3
12,MAŁOPOLSKIE,BIANKA,KOBIETA,3
12,MAŁOPOLSKIE,BERENIKA,KOBIETA,3
12,MAŁOPOLSKIE,BALBINA,KOBIETA,3
12,MAŁOPOLSKIE,ARLETA,KOBIETA,3
12,MAŁOPOLSKIE,ALICE,KOBIETA,3
12,MAŁOPOLSKIE,ALEXANDRA,KOBIETA,3
12,MAŁOPOLSKIE,ZOE,KOBIETA,2
12,MAŁOPOLSKIE,VIOLETTA,KOBIETA,2
12,MAŁOPOLSKIE,VIKTORIA,KOBIETA,2
12,MAŁOPOLSKIE,VALENTINA,KOBIETA,2
12,MAŁOPOLSKIE,STEPHANIE,KOBIETA,2
12,MAŁOPOLSKIE,RUT,KOBIETA,2
12,MAŁOPOLSKIE,ROSE,KOBIETA,2
12,MAŁOPOLSKIE,REGINA,KOBIETA,2
12,MAŁOPOLSKIE,OLA,KOBIETA,2
12,MAŁOPOLSKIE,NICOLE,KOBIETA,2
12,MAŁOPOLSKIE,NADZIEJA,KOBIETA,2
12,MAŁOPOLSKIE,MIROSŁAWA,KOBIETA,2
12,MAŁOPOLSKIE,LILA,KOBIETA,2
12,MAŁOPOLSKIE,JULIANNA,KOBIETA,2
12,MAŁOPOLSKIE,JAGNA,KOBIETA,2
12,MAŁOPOLSKIE,IRMINA,KOBIETA,2
12,MAŁOPOLSKIE,IRIS,KOBIETA,2
12,MAŁOPOLSKIE,INEZ,KOBIETA,2
12,MAŁOPOLSKIE,INES,KOBIETA,2
12,MAŁOPOLSKIE,IMELDA,KOBIETA,2
12,MAŁOPOLSKIE,HERMINA,KOBIETA,2
12,MAŁOPOLSKIE,HENRYKA,KOBIETA,2
12,MAŁOPOLSKIE,GLORIA,KOBIETA,2
12,MAŁOPOLSKIE,GABRIELLA,KOBIETA,2
12,MAŁOPOLSKIE,FELICJA,KOBIETA,2
12,MAŁOPOLSKIE,EMILY,KOBIETA,2
12,MAŁOPOLSKIE,CHARLOTTE,KOBIETA,2
12,MAŁOPOLSKIE,CELESTYNA,KOBIETA,2
12,MAŁOPOLSKIE,CARMEN,KOBIETA,2
12,MAŁOPOLSKIE,ANTONIA,KOBIETA,2
12,MAŁOPOLSKIE,ANIKA,KOBIETA,2
12,MAŁOPOLSKIE,ANGELA,KOBIETA,2
12,MAŁOPOLSKIE,ANA,KOBIETA,2
12,MAŁOPOLSKIE,ALDONA,KOBIETA,2
14,MAZOWIECKIE,MARIA,KOBIETA,880
14,MAZOWIECKIE,ANNA,KOBIETA,618
14,MAZOWIECKIE,ZOFIA,KOBIETA,299
14,MAZOWIECKIE,WIKTORIA,KOBIETA,205
14,MAZOWIECKIE,HELENA,KOBIETA,202
14,MAZOWIECKIE,EWA,KOBIETA,182
14,MAZOWIECKIE,ALEKSANDRA,KOBIETA,182
14,MAZOWIECKIE,BARBARA,KOBIETA,171
14,MAZOWIECKIE,MAŁGORZATA,KOBIETA,163
14,MAZOWIECKIE,ALICJA,KOBIETA,157
14,MAZOWIECKIE,KATARZYNA,KOBIETA,153
14,MAZOWIECKIE,JULIA,KOBIETA,145
14,MAZOWIECKIE,ELŻBIETA,KOBIETA,145
14,MAZOWIECKIE,MAGDALENA,KOBIETA,144
14,MAZOWIECKIE,HANNA,KOBIETA,108
14,MAZOWIECKIE,NATALIA,KOBIETA,107
14,MAZOWIECKIE,ANTONINA,KOBIETA,103
14,MAZOWIECKIE,ŁUCJA,KOBIETA,100
14,MAZOWIECKIE,TERESA,KOBIETA,98
14,MAZOWIECKIE,ZUZANNA,KOBIETA,95
14,MAZOWIECKIE,MAJA,KOBIETA,94
14,MAZOWIECKIE,LAURA,KOBIETA,94
14,MAZOWIECKIE,MARIANNA,KOBIETA,91
14,MAZOWIECKIE,JOANNA,KOBIETA,91
14,MAZOWIECKIE,RÓŻA,KOBIETA,87
14,MAZOWIECKIE,AGNIESZKA,KOBIETA,87
14,MAZOWIECKIE,KRYSTYNA,KOBIETA,86
14,MAZOWIECKIE,MARTA,KOBIETA,82
14,MAZOWIECKIE,JADWIGA,KOBIETA,82
14,MAZOWIECKIE,KAROLINA,KOBIETA,80
14,MAZOWIECKIE,WERONIKA,KOBIETA,73
14,MAZOWIECKIE,OLIWIA,KOBIETA,70
14,MAZOWIECKIE,EMILIA,KOBIETA,67
14,MAZOWIECKIE,ANASTAZJA,KOBIETA,66
14,MAZOWIECKIE,IRENA,KOBIETA,65
14,MAZOWIECKIE,MICHALINA,KOBIETA,64
14,MAZOWIECKIE,KLARA,KOBIETA,63
14,MAZOWIECKIE,JANINA,KOBIETA,63
14,MAZOWIECKIE,MONIKA,KOBIETA,59
14,MAZOWIECKIE,GABRIELA,KOBIETA,57
14,MAZOWIECKIE,RITA,KOBIETA,55
14,MAZOWIECKIE,IZABELA,KOBIETA,55
14,MAZOWIECKIE,AMELIA,KOBIETA,55
14,MAZOWIECKIE,AGATA,KOBIETA,48
14,MAZOWIECKIE,DANUTA,KOBIETA,47
14,MAZOWIECKIE,LENA,KOBIETA,46
14,MAZOWIECKIE,URSZULA,KOBIETA,45
14,MAZOWIECKIE,MARCELINA,KOBIETA,42
14,MAZOWIECKIE,KINGA,KOBIETA,42
14,MAZOWIECKIE,WANDA,KOBIETA,40
14,MAZOWIECKIE,STEFANIA,KOBIETA,39
14,MAZOWIECKIE,DOROTA,KOBIETA,38
14,MAZOWIECKIE,PAULINA,KOBIETA,37
14,MAZOWIECKIE,JOLANTA,KOBIETA,36
14,MAZOWIECKIE,ANIELA,KOBIETA,35
14,MAZOWIECKIE,JAGODA,KOBIETA,34
14,MAZOWIECKIE,HALINA,KOBIETA,34
14,MAZOWIECKIE,AURELIA,KOBIETA,33
14,MAZOWIECKIE,IWONA,KOBIETA,31
14,MAZOWIECKIE,LILIANA,KOBIETA,30
14,MAZOWIECKIE,BLANKA,KOBIETA,30
14,MAZOWIECKIE,LIDIA,KOBIETA,28
14,MAZOWIECKIE,KORNELIA,KOBIETA,28
14,MAZOWIECKIE,MATYLDA,KOBIETA,27
14,MAZOWIECKIE,SARA,KOBIETA,26
14,MAZOWIECKIE,JUSTYNA,KOBIETA,26
14,MAZOWIECKIE,POLA,KOBIETA,25
14,MAZOWIECKIE,GRAŻYNA,KOBIETA,25
14,MAZOWIECKIE,DOMINIKA,KOBIETA,25
14,MAZOWIECKIE,OLGA,KOBIETA,24
14,MAZOWIECKIE,NADIA,KOBIETA,24
14,MAZOWIECKIE,KAMILA,KOBIETA,23
14,MAZOWIECKIE,IGA,KOBIETA,23
14,MAZOWIECKIE,ALINA,KOBIETA,23
14,MAZOWIECKIE,ROZALIA,KOBIETA,22
14,MAZOWIECKIE,PATRYCJA,KOBIETA,22
14,MAZOWIECKIE,NIKOLA,KOBIETA,22
14,MAZOWIECKIE,MIA,KOBIETA,22
14,MAZOWIECKIE,KLAUDIA,KOBIETA,22
14,MAZOWIECKIE,SYLWIA,KOBIETA,21
14,MAZOWIECKIE,FAUSTYNA,KOBIETA,21
14,MAZOWIECKIE,NINA,KOBIETA,20
14,MAZOWIECKIE,BOŻENA,KOBIETA,20
14,MAZOWIECKIE,KONSTANCJA,KOBIETA,19
14,MAZOWIECKIE,DARIA,KOBIETA,19
14,MAZOWIECKIE,BEATA,KOBIETA,19
14,MAZOWIECKIE,STANISŁAWA,KOBIETA,18
14,MAZOWIECKIE,ELIZA,KOBIETA,17
14,MAZOWIECKIE,CECYLIA,KOBIETA,17
14,MAZOWIECKIE,JÓZEFINA,KOBIETA,16
14,MAZOWIECKIE,LUIZA,KOBIETA,15
14,MAZOWIECKIE,EWELINA,KOBIETA,15
14,MAZOWIECKIE,MARTYNA,KOBIETA,14
14,MAZOWIECKIE,KAJA,KOBIETA,13
14,MAZOWIECKIE,IDA,KOBIETA,13
14,MAZOWIECKIE,ELENA,KOBIETA,13
14,MAZOWIECKIE,APOLONIA,KOBIETA,13
14,MAZOWIECKIE,ANETA,KOBIETA,12
14,MAZOWIECKIE,SABINA,KOBIETA,11
14,MAZOWIECKIE,RENATA,KOBIETA,11
14,MAZOWIECKIE,MALINA,KOBIETA,11
14,MAZOWIECKIE,KALINA,KOBIETA,11
14,MAZOWIECKIE,GAJA,KOBIETA,11
14,MAZOWIECKIE,DIANA,KOBIETA,11
14,MAZOWIECKIE,BOGUMIŁA,KOBIETA,11
14,MAZOWIECKIE,ADRIANNA,KOBIETA,11
14,MAZOWIECKIE,VICTORIA,KOBIETA,10
14,MAZOWIECKIE,SOFIA,KOBIETA,10
14,MAZOWIECKIE,LILIANNA,KOBIETA,10
14,MAZOWIECKIE,IZABELLA,KOBIETA,10
14,MAZOWIECKIE,FELICJA,KOBIETA,10
14,MAZOWIECKIE,EMMA,KOBIETA,10
14,MAZOWIECKIE,DANIELA,KOBIETA,10
14,MAZOWIECKIE,REGINA,KOBIETA,9
14,MAZOWIECKIE,MARZENA,KOBIETA,9
14,MAZOWIECKIE,LILIA,KOBIETA,9
14,MAZOWIECKIE,KAZIMIERA,KOBIETA,9
14,MAZOWIECKIE,FRANCISZKA,KOBIETA,9
14,MAZOWIECKIE,SANDRA,KOBIETA,8
14,MAZOWIECKIE,JAŚMINA,KOBIETA,8
14,MAZOWIECKIE,HONORATA,KOBIETA,8
14,MAZOWIECKIE,ANITA,KOBIETA,8
14,MAZOWIECKIE,ROSE,KOBIETA,7
14,MAZOWIECKIE,ROMA,KOBIETA,7
14,MAZOWIECKIE,MIROSŁAWA,KOBIETA,7
14,MAZOWIECKIE,MILENA,KOBIETA,7
14,MAZOWIECKIE,MARLENA,KOBIETA,7
14,MAZOWIECKIE,LUCYNA,KOBIETA,7
14,MAZOWIECKIE,LIWIA,KOBIETA,7
14,MAZOWIECKIE,LEA,KOBIETA,7
14,MAZOWIECKIE,JULIANNA,KOBIETA,7
14,MAZOWIECKIE,ROKSANA,KOBIETA,6
14,MAZOWIECKIE,PAULA,KOBIETA,6
14,MAZOWIECKIE,MIRA,KOBIETA,6
14,MAZOWIECKIE,MELANIA,KOBIETA,6
14,MAZOWIECKIE,KARINA,KOBIETA,6
14,MAZOWIECKIE,INKA,KOBIETA,6
14,MAZOWIECKIE,HENRYKA,KOBIETA,6
14,MAZOWIECKIE,ESTERA,KOBIETA,6
14,MAZOWIECKIE,ELEONORA,KOBIETA,6
14,MAZOWIECKIE,ANGELIKA,KOBIETA,6
14,MAZOWIECKIE,WIERA,KOBIETA,5
14,MAZOWIECKIE,MIRIAM,KOBIETA,5
14,MAZOWIECKIE,LUNA,KOBIETA,5
14,MAZOWIECKIE,LUDWIKA,KOBIETA,5
14,MAZOWIECKIE,LARA,KOBIETA,5
14,MAZOWIECKIE,KLEMENTYNA,KOBIETA,5
14,MAZOWIECKIE,JÓZEFA,KOBIETA,5
14,MAZOWIECKIE,ILONA,KOBIETA,5
14,MAZOWIECKIE,EUGENIA,KOBIETA,5
14,MAZOWIECKIE,DAGMARA,KOBIETA,5
14,MAZOWIECKIE,BRONISŁAWA,KOBIETA,5
14,MAZOWIECKIE,AURORA,KOBIETA,5
14,MAZOWIECKIE,WŁADYSŁAWA,KOBIETA,4
14,MAZOWIECKIE,WIOLETTA,KOBIETA,4
14,MAZOWIECKIE,WIESŁAWA,KOBIETA,4
14,MAZOWIECKIE,WALERIA,KOBIETA,4
14,MAZOWIECKIE,STELLA,KOBIETA,4
14,MAZOWIECKIE,SONIA,KOBIETA,4
14,MAZOWIECKIE,OKTAWIA,KOBIETA,4
14,MAZOWIECKIE,NOEMI,KOBIETA,4
14,MAZOWIECKIE,NELA,KOBIETA,4
14,MAZOWIECKIE,NADZIEJA,KOBIETA,4
14,MAZOWIECKIE,MALWINA,KOBIETA,4
14,MAZOWIECKIE,LUDMIŁA,KOBIETA,4
14,MAZOWIECKIE,LILI,KOBIETA,4
14,MAZOWIECKIE,LEOKADIA,KOBIETA,4
14,MAZOWIECKIE,JUDYTA,KOBIETA,4
14,MAZOWIECKIE,GENOWEFA,KOBIETA,4
14,MAZOWIECKIE,GAIA,KOBIETA,4
14,MAZOWIECKIE,FLORENTYNA,KOBIETA,4
14,MAZOWIECKIE,EDYTA,KOBIETA,4
14,MAZOWIECKIE,CELINA,KOBIETA,4
14,MAZOWIECKIE,BIANKA,KOBIETA,4
14,MAZOWIECKIE,BELLA,KOBIETA,4
14,MAZOWIECKIE,ADA,KOBIETA,4
14,MAZOWIECKIE,ZOJA,KOBIETA,3
14,MAZOWIECKIE,WIOLETA,KOBIETA,3
14,MAZOWIECKIE,WALENTYNA,KOBIETA,3
14,MAZOWIECKIE,SŁAWA,KOBIETA,3
14,MAZOWIECKIE,SAWA,KOBIETA,3
14,MAZOWIECKIE,REBEKA,KOBIETA,3
14,MAZOWIECKIE,NEL,KOBIETA,3
14,MAZOWIECKIE,NATASZA,KOBIETA,3
14,MAZOWIECKIE,MARIOLA,KOBIETA,3
14,MAZOWIECKIE,MARIKA,KOBIETA,3
14,MAZOWIECKIE,MARIETTA,KOBIETA,3
14,MAZOWIECKIE,KAUR,KOBIETA,3
14,MAZOWIECKIE,JAGNA,KOBIETA,3
14,MAZOWIECKIE,ISABELLA,KOBIETA,3
14,MAZOWIECKIE,INGA,KOBIETA,3
14,MAZOWIECKIE,INEZ,KOBIETA,3
14,MAZOWIECKIE,HIACYNTA,KOBIETA,3
14,MAZOWIECKIE,FILOMENA,KOBIETA,3
14,MAZOWIECKIE,FATIMA,KOBIETA,3
14,MAZOWIECKIE,ELWIRA,KOBIETA,3
14,MAZOWIECKIE,CZESŁAWA,KOBIETA,3
14,MAZOWIECKIE,BRYGIDA,KOBIETA,3
14,MAZOWIECKIE,BOŻENNA,KOBIETA,3
14,MAZOWIECKIE,ARIANNA,KOBIETA,3
14,MAZOWIECKIE,ANDŻELIKA,KOBIETA,3
14,MAZOWIECKIE,AMANDA,KOBIETA,3
14,MAZOWIECKIE,ADELA,KOBIETA,3
14,MAZOWIECKIE,ŻYWIA,KOBIETA,2
14,MAZOWIECKIE,ŻANETA,KOBIETA,2
14,MAZOWIECKIE,WANESSA,KOBIETA,2
14,MAZOWIECKIE,VIKTORIA,KOBIETA,2
14,MAZOWIECKIE,VALENTINA,KOBIETA,2
14,MAZOWIECKIE,TATIANA,KOBIETA,2
14,MAZOWIECKIE,SOPHIA,KOBIETA,2
14,MAZOWIECKIE,SABRINA,KOBIETA,2
14,MAZOWIECKIE,ROSA,KOBIETA,2
14,MAZOWIECKIE,RAE,KOBIETA,2
14,MAZOWIECKIE,PIA,KOBIETA,2
14,MAZOWIECKIE,PELAGIA,KOBIETA,2
14,MAZOWIECKIE,OTYLIA,KOBIETA,2
14,MAZOWIECKIE,MICHELLE,KOBIETA,2
14,MAZOWIECKIE,MARZANNA,KOBIETA,2
14,MAZOWIECKIE,MARINA,KOBIETA,2
14,MAZOWIECKIE,MARIIA,KOBIETA,2
14,MAZOWIECKIE,MARIE,KOBIETA,2
14,MAZOWIECKIE,MARGARET,KOBIETA,2
14,MAZOWIECKIE,MARCJANNA,KOBIETA,2
14,MAZOWIECKIE,MAGDA,KOBIETA,2
14,MAZOWIECKIE,LUKRECJA,KOBIETA,2
14,MAZOWIECKIE,LIVIA,KOBIETA,2
14,MAZOWIECKIE,LIGIA,KOBIETA,2
14,MAZOWIECKIE,LARYSA,KOBIETA,2
14,MAZOWIECKIE,KAMELIA,KOBIETA,2
14,MAZOWIECKIE,JULITA,KOBIETA,2
14,MAZOWIECKIE,IVY,KOBIETA,2
14,MAZOWIECKIE,ISKRA,KOBIETA,2
14,MAZOWIECKIE,ISABEL,KOBIETA,2
14,MAZOWIECKIE,IRMINA,KOBIETA,2
14,MAZOWIECKIE,IRIS,KOBIETA,2
14,MAZOWIECKIE,INES,KOBIETA,2
14,MAZOWIECKIE,GRETA,KOBIETA,2
14,MAZOWIECKIE,GRACE,KOBIETA,2
14,MAZOWIECKIE,GLORIA,KOBIETA,2
14,MAZOWIECKIE,DOBRAWA,KOBIETA,2
14,MAZOWIECKIE,DEBORA,KOBIETA,2
14,MAZOWIECKIE,CLAIRE,KOBIETA,2
14,MAZOWIECKIE,CIRILLA,KOBIETA,2
14,MAZOWIECKIE,BRAK DANYCH,KOBIETA,2
14,MAZOWIECKIE,BERENIKA,KOBIETA,2
14,MAZOWIECKIE,BALBINA,KOBIETA,2
14,MAZOWIECKIE,ASTRID,KOBIETA,2
14,MAZOWIECKIE,ARIA,KOBIETA,2
14,MAZOWIECKIE,ANGEL,KOBIETA,2
14,MAZOWIECKIE,ALESSANDRA,KOBIETA,2
14,MAZOWIECKIE,ALDONA,KOBIETA,2
14,MAZOWIECKIE,AGNES,KOBIETA,2
14,MAZOWIECKIE,ADRIANA,KOBIETA,2
16,OPOLSKIE,MARIA,KOBIETA,389
16,OPOLSKIE,ANNA,KOBIETA,306
16,OPOLSKIE,ZOFIA,KOBIETA,92
16,OPOLSKIE,MAGDALENA,KOBIETA,83
16,OPOLSKIE,KATARZYNA,KOBIETA,79
16,OPOLSKIE,JULIA,KOBIETA,65
16,OPOLSKIE,MAŁGORZATA,KOBIETA,60
16,OPOLSKIE,WIKTORIA,KOBIETA,56
16,OPOLSKIE,EWA,KOBIETA,51
16,OPOLSKIE,ALICJA,KOBIETA,49
16,OPOLSKIE,ALEKSANDRA,KOBIETA,49
16,OPOLSKIE,AGNIESZKA,KOBIETA,49
16,OPOLSKIE,JOANNA,KOBIETA,48
16,OPOLSKIE,BARBARA,KOBIETA,48
16,OPOLSKIE,EMILIA,KOBIETA,47
16,OPOLSKIE,HELENA,KOBIETA,46
16,OPOLSKIE,ŁUCJA,KOBIETA,45
16,OPOLSKIE,WERONIKA,KOBIETA,43
16,OPOLSKIE,TERESA,KOBIETA,43
16,OPOLSKIE,PAULINA,KOBIETA,43
16,OPOLSKIE,MAJA,KOBIETA,43
16,OPOLSKIE,KAROLINA,KOBIETA,41
16,OPOLSKIE,NATALIA,KOBIETA,40
16,OPOLSKIE,ELŻBIETA,KOBIETA,40
16,OPOLSKIE,MARTA,KOBIETA,38
16,OPOLSKIE,DOROTA,KOBIETA,36
16,OPOLSKIE,ANTONINA,KOBIETA,36
16,OPOLSKIE,JADWIGA,KOBIETA,35
16,OPOLSKIE,HANNA,KOBIETA,35
16,OPOLSKIE,AGATA,KOBIETA,35
16,OPOLSKIE,LENA,KOBIETA,34
16,OPOLSKIE,KRYSTYNA,KOBIETA,34
16,OPOLSKIE,ANASTAZJA,KOBIETA,32
16,OPOLSKIE,ZUZANNA,KOBIETA,28
16,OPOLSKIE,MICHALINA,KOBIETA,28
16,OPOLSKIE,MONIKA,KOBIETA,27
16,OPOLSKIE,DANUTA,KOBIETA,26
16,OPOLSKIE,AMELIA,KOBIETA,26
16,OPOLSKIE,KLARA,KOBIETA,25
16,OPOLSKIE,OLIWIA,KOBIETA,24
16,OPOLSKIE,JANINA,KOBIETA,24
16,OPOLSKIE,RÓŻA,KOBIETA,22
16,OPOLSKIE,LAURA,KOBIETA,21
16,OPOLSKIE,BEATA,KOBIETA,21
16,OPOLSKIE,URSZULA,KOBIETA,20
16,OPOLSKIE,MARTYNA,KOBIETA,19
16,OPOLSKIE,JUSTYNA,KOBIETA,19
16,OPOLSKIE,IRENA,KOBIETA,19
16,OPOLSKIE,DOMINIKA,KOBIETA,19
16,OPOLSKIE,LILIANA,KOBIETA,18
16,OPOLSKIE,ANIELA,KOBIETA,17
16,OPOLSKIE,PATRYCJA,KOBIETA,16
16,OPOLSKIE,JOLANTA,KOBIETA,16
16,OPOLSKIE,KINGA,KOBIETA,15
16,OPOLSKIE,KAMILA,KOBIETA,15
16,OPOLSKIE,GABRIELA,KOBIETA,15
16,OPOLSKIE,EWELINA,KOBIETA,15
16,OPOLSKIE,STANISŁAWA,KOBIETA,14
16,OPOLSKIE,IZABELA,KOBIETA,14
16,OPOLSKIE,JAGODA,KOBIETA,13
16,OPOLSKIE,BOŻENA,KOBIETA,13
16,OPOLSKIE,POLA,KOBIETA,12
16,OPOLSKIE,MARIANNA,KOBIETA,12
16,OPOLSKIE,ANETA,KOBIETA,12
16,OPOLSKIE,WANDA,KOBIETA,11
16,OPOLSKIE,SABINA,KOBIETA,11
16,OPOLSKIE,MARCELINA,KOBIETA,11
16,OPOLSKIE,KLAUDIA,KOBIETA,11
16,OPOLSKIE,IGA,KOBIETA,11
16,OPOLSKIE,SYLWIA,KOBIETA,10
16,OPOLSKIE,STEFANIA,KOBIETA,10
16,OPOLSKIE,NINA,KOBIETA,10
16,OPOLSKIE,NADIA,KOBIETA,10
16,OPOLSKIE,DARIA,KOBIETA,10
16,OPOLSKIE,IWONA,KOBIETA,9
16,OPOLSKIE,HALINA,KOBIETA,9
16,OPOLSKIE,SARA,KOBIETA,8
16,OPOLSKIE,SANDRA,KOBIETA,8
16,OPOLSKIE,LILIANNA,KOBIETA,8
